Opel Corsa,136 200 zl,2 km,"136 KM • Elektryczna Elegance, 2022r. Elektryk !",https://www.otomoto.pl/osobowe/oferta/opel-corsa-elektryczna-elegance-2022r-elektryk-ID6G3tqK.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjN6dGVmdDh0azMxMjEtT1RPTU9UT1BMIn0.h0wo9JVsBud2TlCUef9b_rcWxAsCB-LmCjWoqcPY2OQ/image;s=320x240
Opel Corsa 1.4 Automatik Edition,39 999 zl,51 800 km,1 398 cm3 • 90 KM • automat,https://www.otomoto.pl/osobowe/oferta/opel-corsa-automat-ID6G3dkV.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFxZnc1dHBiMmd4ODEtT1RPTU9UT1BMIn0._P9VKNPjJvQ1W6sNBtjXeveorHs6X17JxIwXJxpR3KM/image;s=320x240
Opel Corsa 1.2 Edition,39 900 zl,19 400 km,1 229 cm3 • 70 KM • 1.2 benzyna 19 tyś. przebiegu,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-2-benzyna-19-tys-przebiegu-ID6FNdMn.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZxcWx2YWZrOWhyeS1PVE9NT1RPUEwifQ.pVpfZyPNE5KY02W2m18P21wdLJl9_LT_LbOLC5yXg2M/image;s=320x240
Opel Corsa 1.2 Color Edition,39 900 zl,7 000 km,1 229 cm3 • 70 KM • E 1.2 benzyna 7tys.km 2019 rok klima elekryka z Niemiec opłacona serwi,https://www.otomoto.pl/osobowe/oferta/opel-corsa-e-1-2-benzyna-7tys-km-2019-rok-klima-elekryka-z-niemiec-oplacona-serwi-ID6G10lY.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjR4bGk0ODY2bG5nai1PVE9NT1RPUEwifQ.MG50Pkjzq6pbUUQ18seJUb6IBk5ugxewpSXXBwLMI6Q/image;s=320x240
Opel Corsa 1.0 Ecotec Turbo (ecoFLEX) Start/Stop Color Edition,39 900 zl,40 000 km,999 cm3 • 90 KM • Benzyna Klima 5drzwi Alu 6biegów Tempomat 40 Tys Km,https://www.otomoto.pl/osobowe/oferta/opel-corsa-benzyna-klima-5drzwi-alu-6biegow-tempomat-40-tys-km-ID6G0YCp.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNybjR1dXYwdmZ3ZzEtT1RPTU9UT1BMIn0.OWtyN5f5ytlv7Z5MouMWW9BmXJJQZfdvccARFIT_2OY/image;s=320x240
Opel Adam 1.4 Slam,39 900 zl,95 000 km,1 / 6,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-100km-carplay-grzane-fotele-i-kierownica-pelny-serwis-bezwypadek-ID6G0SNE.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZqeW81dWRiY2hqbC1PVE9NT1RPUEwifQ.5nVaGhSOH1QBCJTgiVyiYverPLyC7Hh_cxIe9vJYTHo/image;s=644x461
Opel Corsa 1.0 Ecotec Turbo Start/Stop Active,39 500 zl,36 000 km,999 cm3 • 90 KM • MIEJSKI Opel Corsa,https://www.otomoto.pl/osobowe/oferta/opel-corsa-miejski-opel-corsa-ID6G0yZm.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd4MjRzcWl2bjZuNjMtT1RPTU9UT1BMIn0.TXDcSxWV_P1PwL2nJH-IiwLVzntp3hvUWJYAAPSp9oM/image;s=320x240
Opel Corsa,39 500 zl,125 000 km,1 398 cm3 • 90 KM • Opel Corsa srebrny stan bardzo dobry gaz 2018r,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-srebrny-stan-bardzo-dobry-gaz-2018r-ID6G3nJR.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjF1b2VvaGI2Y2tlYjItT1RPTU9UT1BMIn0.XylcH-mP9pd9N8u4FZjNPP0Bw66pfAJ351rEoRA1GUI/image;s=320x240
Opel Adam,39 000 zl,40 000 km,999 cm3 • 116 KM • Opel Adam,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-ID6G3z8O.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndocXJ4azZrdGJ0ZjEtT1RPTU9UT1BMIn0.rfslVk0_-fLEQkuA2XDycyaxtrUVXOlJNm1w-1D7Ku0/image;s=320x240
Opel Adam 1.4 Jam,39 000 zl,51 375 km,"1 398 cm3 • 87 KM • 1,4 benzyna 87KM 51375km Klimatyzacja Alufelgi Tempomat Bluetooth",https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-benzyna-87km-51375km-klimatyzacja-alufelgi-tempomat-bluetooth-ID6G098g.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFkcm1icDNsMmFmdzItT1RPTU9UT1BMIn0.Jk4bhBbl_aa4qyDhBJryVtSPwcD9VeJnmZo23n56IgM/image;s=320x240
Opel Adam 1.4 Jam Unlimited S&S,38 990 zl,37 000 km,1 398 cm3 • 87 KM • 1.4 87KM Navi Android Super Stan Import Raty Opłaty !!!,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-87km-navi-android-super-stan-import-raty-oplaty-ID6G371a.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhiNGFra2l2emo0ZDItT1RPTU9UT1BMIn0.oHiD3BV-sBpY1jyYyFZ9udEVBgsxsvXiQhpH6BomldI/image;s=320x240
Opel Corsa 1.4 Turbo (ecoFLEX) Start/Stop Edition,38 900 zl,78 000 km,1 364 cm3 • 100 KM • Opel Corsa E 1.4 Turbo,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-4-turbo-ID6G0I1b.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijdvc3lyYTZkaDU3bTEtT1RPTU9UT1BMIn0.mK84S8b3M5EkXgxh0eMaw6Hsx7mEDpHHgLcoW8xZ4zw/image;s=320x240
OPEL Mokka-e Crossover Mokka-e Elegance,154 200 zl,2 km,,"https://carsmile.pl/oferta/opel/mokka-e/crossover-leasing-wynajem-dlugoterminowy?code=146175-6&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-mokka-e-crossover,opel,,,,,,,,,,,,,,,,&utm_campaign_id=3-undefined","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Mokka-e,Crossover?fallback=cover&size=medium"
Opel Adam,38 900 zl,119 000 km,1 398 cm3 • 100 KM • Piękny Stan! Super Okazja! 2013r,https://www.otomoto.pl/osobowe/oferta/opel-adam-piekny-stan-super-okazja-2013r-ID6G3AlD.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndlNTBnN2o4a3Q2NC1PVE9NT1RPUEwifQ.Fc-OlNRdHyTtc9xl6HMoCrwOrJvVKB3FGkKL-j04mqc/image;s=320x240
Opel Astra III GTC 2.0 T OPC,38 900 zl,188 000 km,1 998 cm3 • 240 KM • Opel Astra H OPC 420KM/516Nm,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-h-opc-420km-516nm-ID6FTnPa.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InF5Ymc5aXFwam85YS1PVE9NT1RPUEwifQ.3DwAT9N9ejw_y4eRcC5hu9UL73U7PuWO3XBptQTTHGY/image;s=320x240
Opel Karl 1.0 Rocks,38 900 zl,33 000 km,999 cm3 • 75 KM • * ROCKS * Serwis * GetHelp *,https://www.otomoto.pl/osobowe/oferta/opel-karl-rocks-serwis-gethelp-ID6FLFfo.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd3eDRiMGtiOW1tYjMtT1RPTU9UT1BMIn0.WhYWJ1YaJEAyUlvCQ859u6zhYBlaLcuv8eZs-D0v5Og/image;s=320x240
OPEL Astra Hatchback Astra VI 1.2 T GS S&S aut,126 000 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=158048-4&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=4-4","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Corsa 1.0 Turbo Start/Stop On,38 500 zl,69 200 km,"999 cm3 • 115 KM • OPEL CORSA E 1.0 benzyna TURBO 115 KM, przebieg 69 200km!!! Polecam!!!",https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-0-benzyna-turbo-115-km-przebieg-69-200km-polecam-ID6FU6M5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN0YzFscXNqa3RhbTEtT1RPTU9UT1BMIn0.WDTCBQcYU8IKc-vcoJdvokp08kdrJHZmMVFGcxcq-I4/image;s=320x240
Opel Corsa 1.4 Color Edition,38 499 zl,53 100 km,"1 398 cm3 • 90 KM • Niski przebieg, Klasyczny automat, fabryczne LEDy, Klima",https://www.otomoto.pl/osobowe/oferta/opel-corsa-niski-przebieg-klasyczny-automat-fabryczne-ledy-klima-ID6G1paT.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt5YmxwbDExczVvdjItT1RPTU9UT1BMIn0.BXL2t7ekLu729rBEy_AH_YadzuCZfnccUoUtKm3KKnM/image;s=320x240
Opel Corsa 1.2 Edition,37 999 zl,52 000 km,1 229 cm3 • 70 KM • Corsas E 1.2 Edition klima serwis navi po opłatach super stan...,https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsas-e-1-2-edition-klima-serwis-navi-po-oplatach-super-stan-ID6G1JMi.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdxNzJqdWk4OWx3bzEtT1RPTU9UT1BMIn0.ZKFRh3hPHptHQ42iRzcUXNznu4eaEJshOIvofYV_gNA/image;s=320x240
Opel Astra,37 900 zl,209 216 km,1 598 cm3 • 170 KM • Wersja opc line pierwszy właściciel stan idealny,https://www.otomoto.pl/osobowe/oferta/opel-astra-wersja-opc-line-pierwszy-wlasciciel-stan-idealny-ID6G1qSh.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImgwNWx4djJhYW1ndi1PVE9NT1RPUEwifQ.JxFi2GiygqUqupG2Wu9KHw66GsJmWl4pziksI3WiaUA/image;s=320x240
Opel Corsa 1.0 Ecotec Turbo (ecoFLEX) Start/Stop Edition,37 900 zl,54 130 km,999 cm3 • 90 KM,https://www.otomoto.pl/osobowe/oferta/opel-corsa-ID6FU7P2.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM2N2pzMHFxaTFkbjMtT1RPTU9UT1BMIn0.b9A8HsC7WUY3UL4C7JIuTFeNRPBt5RcXmRuWerzPZZE/image;s=320x240
OPEL Astra Hatchback Astra VI 1.2 T Elegance S&S aut,121 700 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=153990-10&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=4-10","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Astra,37 900 zl,87 345 km,1 398 cm3 • 100 KM • Pierwszy właściciel!!!,https://www.otomoto.pl/osobowe/oferta/opel-astra-pierwszy-wlasciciel-ID6FOSbo.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9jeTY3cHB3Y2o1cDItT1RPTU9UT1BMIn0._7zTMnDgxIwhp9GesOC5Ev5AjJfWDjsbhPnKVG1j5RY/image;s=320x240
Opel Corsa 1.4 Enjoy,37 900 zl,136 000 km,1 398 cm3 • 90 KM • Opel Corsa 1.4 Enjoy,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-1-4-enjoy-ID6FU5Bq.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBpYzgyOXQyNzVrYi1PVE9NT1RPUEwifQ.vzEYUZyRkLtHbkYwNQr-NuAZ5VYRPL1iRxh8yTzZEDM/image;s=320x240
Opel Corsa 1.4 Cosmo,37 900 zl,51 000 km,"1 398 cm3 • 90 KM • 1,4 Benzyna Automat Serwis Podgrzewana kierownica Opłacony !!",https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-4-benzyna-automat-serwis-podgrzewana-kierownica-oplacony-ID6G0oIw.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjR6MGpoemx4bGV1dzItT1RPTU9UT1BMIn0.L3yVigVRCWY3wQ9PzUFpvVsyffm3avTwclMMWm4riDk/image;s=320x240
Opel Adam 1.4 EcoFLEX Start/Stop White Link,37 800 zl,43 000 km,"1 398 cm3 • 100 KM • 1.4benzyna,100km,przebieg 43tyś km,bogata wersja,polecam",https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4benzyna-100km-przebieg-43tys-km-bogata-wersja-polecam-ID6G1kNH.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNoeGl0N2ptcWJ3ajMtT1RPTU9UT1BMIn0.o_VQKUw4Gv7qtGWOiBPI25-UDCpnPNxc8ySS5IT-PO0/image;s=320x240
Opel Adam,37 000 zl,61 000 km,1 398 cm3 • 87 KM • OPEL ADAM 1.4 JAM tablet,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-1-4-jam-tablet-ID6FPLl6.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFsaTJqZG14ODl3Zi1PVE9NT1RPUEwifQ.QDivgfjKTGwKP9TTLkE40qAixj7F74OHC2tdaCuO7x0/image;s=320x240
OPEL Astra Hatchback Astra VI 1.5 CDTI Elegance S&S aut,120 900 zl,2 km,1498 cm3,"https://carsmile.pl/oferta/opel/astra/hatchback-leasing-wynajem-dlugoterminowy?code=154001-11&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-astra-hatchback,opel,,,,,,,,,,,,,,,,&utm_campaign_id=4-16","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Astra,Hatchback?fallback=cover&size=medium"
Opel Astra IV 1.4 T Sport,37 000 zl,170 000 km,1 364 cm3 • 120 KM • Opel Astra 1.4 Sport,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-1-4-sport-ID6G0oLR.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im11OG9zdXlmdzQxdy1PVE9NT1RPUEwifQ.N9EVAhGa2ZakXQgg7IWwolxtthhY4vL3JF_lnOlQG_Y/image;s=320x240
Opel Corsa 1.4 Color Edition S&S,36 900 zl,69 000 km,"1 398 cm3 • 90 KM • OPEL CORSA 1,4B 69 tyś stan perfekcyjny PDW dotyk klimatronik",https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-1-4b-69-tys-stan-perfekcyjny-pdw-dotyk-klimatronik-ID6FWeo2.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijc1d3lneWZxaWVsbTMtT1RPTU9UT1BMIn0.AITaR6spKbObUFqG_46Ffh-5GNXgYSD_9QwcWb6Q7KM/image;s=320x240
Opel Corsa 1.4 Color Edition S&S,36 900 zl,180 000 km,1 398 cm3 • 90 KM • 1.4 90KMEdition S&S,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-4-90kmedition-s-s-ID6FZCVr.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijc1d3lneWZxaWVsbTMtT1RPTU9UT1BMIn0.AITaR6spKbObUFqG_46Ffh-5GNXgYSD_9QwcWb6Q7KM/image;s=320x240
Opel Corsa 1.4 Automatik Edition,36 900 zl,100 000 km,1 398 cm3 • 90 KM • 40fotek automat piękny kolor,https://www.otomoto.pl/osobowe/oferta/opel-corsa-40fotek-automat-piekny-kolor-ID6G3Lx8.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjUzYXFodWYwbjdhcTEtT1RPTU9UT1BMIn0.eo9OVCFfXDejg1BPxL_07SCEAtgNzgdqwP2PsuPFxFw/image;s=320x240
Opel Adam,36 900 zl,140 000 km,1 398 cm3 • 100 KM • 1.4 Benzyna wersja ROCKS Otwierany DACH Gwarancja,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-benzyna-wersja-rocks-otwierany-dach-gwarancja-ID6FLWSN.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InF0cnk0d3J6amQ4djEtT1RPTU9UT1BMIn0.DYo3cys0UwhrY4iN7gZcN2hkcNp2eXjEspTRTqVTZmM/image;s=320x240
Opel Corsa 1.3 CDTI Cosmo EcoFLEX S&S,36 900 zl,109 000 km,1 248 cm3 • 95 KM,https://www.otomoto.pl/osobowe/oferta/opel-corsa-ID6FWlyi.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNpZmtqemZzbHhkdDMtT1RPTU9UT1BMIn0.Myz_JUQ4zARekwdb8-V38_CVEs-WtMnmfHh_KJoGPFM/image;s=320x240
Opel Adam,36 900 zl,46 700 km,1 398 cm3 • 87 KM • 1.4 Sprowadzony Niski przebieg,https://www.otomoto.pl/osobowe/oferta/opel-adam-1-4-sprowadzony-niski-przebieg-ID6G2INv.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdvdTBlemxjYWt5YTMtT1RPTU9UT1BMIn0.oKh5ZIkJLWUt9_k08dBR5Vc_8UKsYRxZycaMqoBSWto/image;s=320x240
Opel Corsa 1.2 drive,36 700 zl,88 650 km,1 229 cm3 • 70 KM • Opel Corsa E 1.2 Drive,https://www.otomoto.pl/osobowe/oferta/opel-corsa-opel-corsa-e-1-2-drive-ID6G3QBw.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5nb2p4c3JyajVnNjItT1RPTU9UT1BMIn0.8kIauG4t4deOODFZfQlEvvlvKBERA2IS3T0hhDV41L8/image;s=320x240
Opel Adam 1.2 Glam S&S,36 700 zl,100 000 km,1 229 cm3 • 70 KM • OrgPrzebieg 100tyś km*Klima*TABLET*Wspomaganie CITY*STAN BDB*Opłacony*,https://www.otomoto.pl/osobowe/oferta/opel-adam-orgprzebieg-100tys-kmklimatabletwspomaganie-citystan-bdboplacony-ID6FY1CO.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImQ1NjV3MGxwd2x4YzItT1RPTU9UT1BMIn0.S5Lomo2LCfM9xoO7TlgJEQ4WivAQQnj3ykc9zqFUNAk/image;s=320x240
Opel Astra IV 1.4 T Enjoy,35 999 zl,146 035 km,1 364 cm3 • 120 KM • pierwszy właściciel - regularny serwis,https://www.otomoto.pl/osobowe/oferta/opel-astra-pierwszy-wlasciciel-regularny-serwis-ID6FWokg.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjM4M3BqaTloeTFzYTMtT1RPTU9UT1BMIn0.RxzxvOq9CNg8aUADaWYkSlgPD_rJm1y6Uosw_HYGHKM/image;s=320x240
Opel Astra IV 1.4 T Enjoy,35 999 zl,170 000 km,1 364 cm3 • 120 KM • pierwszy właściciel - regularny serwis,https://www.otomoto.pl/osobowe/oferta/opel-astra-pierwszy-wlasciciel-regularny-serwis-ID6G2uFS.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRoYWNnemhmNnAydTEtT1RPTU9UT1BMIn0.wyeUBtKoUhMTFqFcGh0g_MHfXzaD1hpGgcO6eq1pBmc/image;s=320x240
Opel Corsa 1.2 Active,35 900 zl,93 000 km,1 229 cm3 • 70 KM • 1 Właściciel,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-wlasciciel-ID6FMRg3.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImR6eDlzOHM1Yng5aDEtT1RPTU9UT1BMIn0.p6-P-HE4IYqTHjtuEbHCh-YZwrZMwq9iCSqOT8oDq4A/image;s=320x240
Opel Corsa 1.4 Selection,35 900 zl,139 000 km,1 398 cm3 • 90 KM • Jeden Właściciel Bezwypadkowy Super Stan,https://www.otomoto.pl/osobowe/oferta/opel-corsa-jeden-wlasciciel-bezwypadkowy-super-stan-ID6G10A5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImQ4bjBuandlaXk4bS1PVE9NT1RPUEwifQ.EVLX5dJwymhCVyn6M-U68XARezB-FZbVuORCfD-_L8Y/image;s=320x240
Opel Corsa 1.0 Ecotec Turbo ecoFLEX Start/Stop Active,35 900 zl,145 232 km,999 cm3 • 115 KM • Xenon+LEDY+Podgrzew Kierow+City+Podg szyba+FULL+FULL,https://www.otomoto.pl/osobowe/oferta/opel-corsa-xenon-ledy-podgrzew-kierow-city-podg-szyba-full-full-ID6G2hc5.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImUya3JjaG5pbDVlMzItT1RPTU9UT1BMIn0.AX9VmDkNCdgEw1rSnTvjIXkOAJmhSsEoI9ROKAlk8t0/image;s=320x240
Opel Crossland X,34 999 zl,30 000 km,1 499 cm3 • 120 KM • Opel Crossland X 1.5 CDTi 120KM Automat Asystenci Klima Navi Polecam!,https://www.otomoto.pl/osobowe/oferta/opel-crossland-x-opel-crossland-x-1-5-cdti-120km-automat-asystenci-klima-navi-polecam-ID6G0w7z.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBqaDN1YXFkNzl2Zy1PVE9NT1RPUEwifQ.vWvftk3Itx1x7HS9jU6CvzLxYeNyj5gxBxdkNeUk6J8/image;s=320x240
Opel Adam 1.0 Start/Stop Black Jack,34 990 zl,107 500 km,999 cm3 • 115 KM • Serwis 1.0 115KM,https://www.otomoto.pl/osobowe/oferta/opel-adam-serwis-1-0-115km-ID6G3dOy.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndjbHdjMDEzenIwYTEtT1RPTU9UT1BMIn0.ovQFo4ik2N9vt_xtylb3GmGOwvNZjFiozCG8zuQNq3c/image;s=320x240
Opel Corsa,34 900 zl,48 000 km,"1 229 cm3 • 70 KM • 1,2 / 70 KM / Jak Nowy / LED / Tempomat / Salon PL / FV / Gwarancja",https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-2-70-km-jak-nowy-led-tempomat-salon-pl-fv-gwarancja-ID6G2vry.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM0bTdlZmhhc3hsMzEtT1RPTU9UT1BMIn0.DOZERX5v__sSTOaGIpmbGyrjiScpSCmcZ71do7VS1Wc/image;s=320x240
Opel Adam 1.0 Start/Stop Jam,34 900 zl,44 700 km,999 cm3 • 90 KM • Opel Adam,https://www.otomoto.pl/osobowe/oferta/opel-adam-opel-adam-ID6FU3rP.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZzMDZyMjc3MXRycDItT1RPTU9UT1BMIn0.6C6Oj-bwhTPbz_IstF_d_R1S3q-dlwmVPDDaEtl9ZRo/image;s=320x240
Opel Astra 1.0 Turbo Start/Stop Active,34 900 zl,97 000 km,999 cm3 • 105 KM • Opel Astra K Niski przebieg,https://www.otomoto.pl/osobowe/oferta/opel-astra-opel-astra-k-niski-przebieg-ID6G15Xa.html,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImN4eW4xMWtmOXh6MjItT1RPTU9UT1BMIn0.woeVIYzt8uGCrs7Wp3Rb-Y8cSFBvWtlF709d6nxXQDI/image;s=320x240
OPEL Grandland X SUV Grandland X 1.2 T Enjoy S&S,70 000 zl,2 km,1199 cm3,"https://carsmile.pl/oferta/opel/grandland-x/suv/W0VZRHNS4LS019011-leasing-wynajem-dlugoterminowy?code=127844-2&finance_type=rent&contract_period=36&utm_source=otomoto&utm_medium=native&utm_campaign=listing&utm_content=ad_block&utm_term=opel-grandland-x-suv,opel,,,,,,,,,,,,,,,,&utm_campaign_id=4-undefined","https://carsmile.pl/resources/offer-images/real-thumb/OPEL,Grandland%20X,SUV?fallback=cover&size=medium"
